2.231395305195620438e+01,-3.010616857323858420e-01,2.632992467232885492e+00
1.974795323221326626e+01,-4.016236532209551124e-01,-7.754172863975986596e-01
1.866742112117567132e+01,2.522464500371949914e+00,-1.309466063817011250e+00
1.802655542601022631e+01,1.815322732899193436e+00,-1.652537596307799284e+00
1.726792384600397057e+01,2.030151987206386899e+00,-1.314899118860274330e+00
2.285020195440853996e+01,-2.322969649344709175e+00,5.033176537934126671e+00
1.859325331858915931e+01,7.287037252848653779e-01,6.070837077200780030e+00
1.966722960437228096e+01,5.814661655353496883e-01,6.686845554256340307e+00
1.782486758021720163e+01,1.175860786846183226e+00,-1.408639301111882958e+00
1.919222149352618345e+01,2.875147232979739620e+00,5.629703011504629817e-01
1.941284172129060082e+01,7.481948917896445117e+00,1.672307242699509588e+00
1.997183298132732077e+01,5.401721326563161396e-01,5.819198577064771394e-01
2.318454745717781051e+01,5.504863060280462683e-02,3.371778906637266537e+00
2.428200340078204178e+01,3.023072845445752499e+00,2.959358482334508267e+00
1.809934052333210630e+01,1.775496252998935098e+00,-2.063441724237982999e+00
2.298336205166562962e+01,2.642770346504272894e-01,3.262775568542382487e+00
2.114405403084663959e+01,6.866653513166129930e-01,1.812978850897409844e+00
2.032993109558556810e+01,-2.085784385942359265e+00,3.777255362443454612e-01
1.960425660164194994e+01,2.681879811954666515e+00,3.369711458232035106e+00
1.894134358150824582e+01,-2.013179741321739158e+00,2.449235191415012558e+00
2.362582755462869244e+01,6.884436080705813588e-02,2.145425497517722047e+00
1.892522141533688185e+01,5.801743419812905866e-01,-6.662431872643017616e-01
2.196463815171701128e+01,2.364685536871845795e+00,5.779595186924765926e+00
2.145305384054408648e+01,-3.207521860030501104e-01,1.090587440787231355e+00
2.059549238607695543e+01,-1.811352618484515897e+00,1.558896916270466448e+00
1.834250011239867106e+01,1.012430980309560802e+00,-8.822334831306667680e-02
2.135380973424364370e+01,8.386373956226353954e-01,3.108370507441054365e+00
2.260870133904649748e+01,7.062647363058416339e-01,1.771707808798586914e+00
2.311833484175632236e+01,7.237383196483690995e-01,1.345707477615027958e+00
2.255194952132882236e+01,-6.701816926972002930e-01,2.951291254131815478e+00
2.253152156732890532e+01,-2.735577471121646287e+00,2.607939666230742581e+00
1.710425509806830391e+01,1.612682883541316725e+00,-1.945270337269183303e+00
2.099802724566667678e+01,2.426817756932785564e+00,-1.384216184767035784e+00
1.764517133848124786e+01,1.047832181862383250e+00,-8.171921356108561296e-01
2.172639279179337279e+01,-3.087311958608477958e-01,3.080656662726846573e+00
2.299841862315405550e+01,1.939897010298732960e+00,3.862589812694487090e+00
2.057837812103024078e+01,3.633168598724210163e-01,-6.523992396576392405e-01
1.503584688692286164e+01,1.354393578720800573e+00,-4.142257407859884388e+00
2.162943968275394013e+01,-1.192445457300369105e+00,1.043914162950290825e+00
2.067412789557806363e+01,-1.157259792883375216e+00,6.541069169855284748e-01
2.353388115491956611e+01,1.748515825740359242e+00,-1.160110778930290465e+00
1.692436476818895841e+01,1.936793787808147815e+00,-2.552247896097366464e+00
2.062347846555765329e+01,-1.069377049376276645e+00,1.560295518723710639e+00
2.013629864128738234e+01,5.522029257513151101e+00,3.622428306718403768e+00
2.335102681539299496e+01,3.656194344702949017e+00,1.969638703567278659e+00
2.632909471824409309e+01,1.345350527431161680e-01,1.946005276469566558e+00
1.992835675829998365e+01,3.850985831882578481e-01,1.850969093202766036e+00
1.696766505817224768e+01,1.673943517480227516e+00,-2.131106330051007358e+00
2.255334671710639682e+01,-1.824177635194357272e-01,2.945345837167234304e+00
2.515421570035264409e+01,-2.575985789609331889e+00,3.911019499594348581e+00
2.150283235727441777e+01,3.193325745362132650e+00,4.311796505562962345e+00
2.339732808965597144e+01,5.533738079661675968e+00,7.213048627894121267e+00
2.321147297463531700e+01,-2.371060556556344512e+00,3.476720314955603630e+00
2.321399699159333352e+01,-2.379262355890872982e+00,2.854531546669704767e+00
2.434043505921867734e+01,-3.135096455035986107e+00,3.616094796637319142e+00
1.877298966727342133e+01,4.458355812435123688e+00,7.637630143741101385e+00
1.931310556697083314e+01,-9.354628886393040466e-01,-6.320413740611868780e-01
1.969825767134314276e+01,-3.709176072928856982e-01,1.414455137606621227e+00
1.917543609875437483e+01,6.670692233810349148e-01,2.759261087079890817e+00
2.054983105588170389e+01,3.013040274635876009e-02,1.041526210570908884e+00
2.367585540169223890e+01,-1.440727618827620793e+00,1.785282042485439202e+00
2.008698295396437317e+01,-6.462122819453467448e-01,-2.126123285705201926e+00
1.915125866853402670e+01,1.697210826680513707e+00,-6.204811699454779728e-01
1.978604856575258708e+01,3.976375237829222087e+00,-1.242407219112762640e+00
2.014847136396404181e+01,-9.279785715778783306e-01,1.165732507556817676e+00
2.425225800457710434e+01,-1.651024684177549773e+00,1.635755231346925909e+00
1.971182494387663553e+01,3.761616127643065965e-01,-1.078826688800377687e+00
1.902141350322929370e+01,1.130022375247759836e+00,-9.435627402369173300e-01
1.862368585067950733e+01,-6.202971733526245757e-01,-9.729586556683701426e-01
1.848174701130292874e+01,4.698712488022275480e+00,3.321513916980161074e+00
2.219410667645359325e+01,2.475431229324571714e+00,3.073941355016268862e+00
1.655012131743884041e+01,2.708279238428231039e+00,-3.247491394526366815e+00
2.290865400446844902e+01,-2.088160795512997048e+00,5.150661674044812344e+00
1.900586909966087035e+01,2.040033857164038178e+00,2.999592240984874647e-01
2.184908692582076029e+01,-1.153156846248120981e+00,1.145154877754123390e+00
